438,1,4,5.0,4,28.0,0,0,0,10,0,70,0,4,1000,7,2,true,87
438,2,8,9.0,8,56.0,0,0,0,10,0,70,0,4,1000,7,2,true,87
438,3,12,13.0,12,85.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,4,16,17.0,16,113.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,5,20,20.0,20,141.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,6,24,24.0,24,169.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,7,28,28.0,28,197.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,8,32,32.0,32,225.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,9,36,35.0,36,253.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,10,40,39.0,40,281.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,11,44,43.0,44,309.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,12,48,47.0,48,337.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,13,52,50.0,52,365.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,14,56,54.0,56,393.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,15,60,57.0,60,421.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,16,64,61.0,64,449.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,17,68,65.0,68,477.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,18,72,68.0,72,505.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,19,77,71.0,77,540.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,20,81,75.0,81,568.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,21,85,79.0,85,596.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,22,89,83.0,89,624.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,23,93,87.0,93,652.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,24,97,91.0,97,680.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,25,101,95.0,101,708.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,26,105,98.0,105,736.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,27,109,102.0,109,764.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,28,113,106.0,113,792.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,29,117,109.0,117,820.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,30,120,112.0,120,841.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,31,124,115.0,124,869.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,32,128,117.0,128,897.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,33,132,119.0,132,925.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,34,136,122.0,136,953.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,35,140,126.0,140,981.0,1,1,1,10,0,71,0,4,1000,7,2,true,87
438,36,144,129.0,144,1010.0,2,2,2,10,0,72,0,4,1000,7,2,true,87
438,37,148,133.0,148,1038.0,2,2,2,10,0,72,0,4,1000,7,2,true,87
438,38,152,137.0,152,1066.0,2,2,2,10,0,72,0,4,1000,7,2,true,87
438,39,156,140.0,156,1094.0,2,2,2,10,0,72,0,4,1000,7,2,true,87
438,40,160,144.0,160,1122.0,2,2,2,10,0,72,0,4,1000,7,2,true,87
438,41,164,147.0,164,1150.0,2,2,2,10,0,72,0,4,1000,7,2,true,87
